league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,carries_carries,carries_totdist,carries_prgdist,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third
FRA-Ligue 1,2425,Auxerre,Lasso Coulibaly,CIV,Forward/Midfielder,21.0,2002.0,3,0,45,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.3,0,0,4,2.0,0.0,2.0,2.0,2.0,0.56,0.13,0.69,0.56,0.69,21.0,0.0,3.0,6.0,13.0,3.0,21.0,12.0,81.0,22.0,1.0,1.0,0.0,0.0,1.0
FRA-Ligue 1,2425,Auxerre,Loïc N'Gatta,FRA,Defender,20.0,2003.0,2,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,3.0,13.0,3.0,0.0,19.0,12.0,101.0,60.0,1.0,1.0,0.0,1.0,0.0
FRA-Ligue 1,2425,Auxerre,Paul Joly,FRA,Defender,24.0,2000.0,26,10,1009,11.2,0,1,1,0,0,0,3,1,0.6,0.6,1.3,1.9,28,51,61,0.0,0.09,0.09,0.0,0.09,0.05,0.12,0.17,0.05,0.17,800.0,29.0,250.0,357.0,200.0,16.0,800.0,394.0,1846.0,922.0,49.0,32.0,30.0,17.0,2.0
FRA-Ligue 1,2425,Auxerre,Rayan Raveloson,MAD,Midfielder/Defender,27.0,1997.0,13,7,724,8.0,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,5,31,12,0.12,0.0,0.12,0.12,0.12,0.1,0.02,0.12,0.1,0.12,401.0,30.0,109.0,230.0,67.0,11.0,401.0,216.0,1071.0,393.0,6.0,5.0,2.0,4.0,0.0
FRA-Ligue 1,2425,Auxerre,Rudy Matondo,FRA,Midfielder,16.0,2008.0,5,0,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,6.0,18.0,5.0,0.0,29.0,22.0,109.0,48.0,1.0,1.0,1.0,0.0,0.0
FRA-Ligue 1,2425,Auxerre,Sinaly Diomande,CIV,Defender,23.0,2001.0,23,22,1945,21.6,3,2,5,3,0,0,6,0,1.1,1.1,0.6,1.7,8,72,8,0.14,0.09,0.23,0.14,0.23,0.05,0.03,0.08,0.05,0.08,1223.0,150.0,651.0,521.0,56.0,12.0,1223.0,698.0,3204.0,1679.0,39.0,19.0,20.0,18.0,1.0
FRA-Ligue 1,2425,Auxerre,Theo Bair,CAN,Forward,24.0,1999.0,29,11,939,10.4,2,1,3,2,0,0,1,0,3.0,3.0,1.2,4.2,15,16,42,0.19,0.1,0.29,0.19,0.29,0.29,0.11,0.4,0.29,0.4,306.0,11.0,27.0,133.0,147.0,50.0,306.0,143.0,644.0,288.0,4.0,3.0,1.0,2.0,1.0
FRA-Ligue 1,2425,Auxerre,Théo De Percin,MTQ,Goalkeeper,23.0,2001.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,59.0,66.0,2.0,0.0,0.0,68.0,35.0,180.0,118.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Auxerre,Théo Pellenard,FRA,Defender,30.0,1994.0,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,13.0,8.0,7.0,0.0,28.0,7.0,25.0,17.0,3.0,2.0,2.0,1.0,0.0
FRA-Ligue 1,2425,Auxerre,Yoann Cissé,FRA,Midfielder,19.0,2004.0,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,5.0,0.0,8.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Abdallah Sima,SEN,Forward/Midfielder,23.0,2001.0,27,14,1238,13.8,7,2,9,7,0,0,2,0,5.9,5.9,1.0,6.9,36,24,92,0.51,0.15,0.65,0.51,0.65,0.43,0.07,0.5,0.43,0.5,510.0,10.0,66.0,194.0,256.0,66.0,510.0,299.0,1998.0,711.0,15.0,11.0,2.0,5.0,8.0
FRA-Ligue 1,2425,Brest,Abdoulaye Niakhate Ndiaye,SEN,Defender,22.0,2002.0,22,19,1707,19.0,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,5,39,4,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,1203.0,192.0,726.0,448.0,33.0,21.0,1203.0,598.0,3157.0,1594.0,49.0,33.0,36.0,12.0,1.0
FRA-Ligue 1,2425,Brest,Axel Camblan,FRA,Midfielder/Forward,20.0,2003.0,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,10.0,0.0,0.0,3.0,7.0,3.0,10.0,5.0,68.0,50.0,1.0,1.0,0.0,0.0,1.0
FRA-Ligue 1,2425,Brest,Bradley Locko,FRA,Defender,22.0,2002.0,2,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,56.0,5.0,20.0,27.0,9.0,1.0,56.0,27.0,164.0,59.0,2.0,2.0,1.0,1.0,0.0
FRA-Ligue 1,2425,Brest,Brendan Chardonnet,FRA,Defender,29.0,1994.0,27,27,2416,26.8,1,0,1,1,0,0,6,0,0.8,0.8,1.2,2.0,7,51,5,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,1521.0,219.0,864.0,615.0,46.0,25.0,1521.0,810.0,3593.0,1835.0,45.0,33.0,28.0,14.0,3.0
FRA-Ligue 1,2425,Brest,Edimilson Fernandes,SUI,Midfielder/Defender,28.0,1996.0,19,12,1105,12.3,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1.0,7,40,3,0.0,0.08,0.08,0.0,0.08,0.03,0.05,0.08,0.03,0.08,684.0,61.0,231.0,384.0,76.0,7.0,684.0,399.0,2539.0,1052.0,9.0,7.0,3.0,6.0,0.0
FRA-Ligue 1,2425,Brest,Grégoire Coudert,FRA,Goalkeeper,25.0,1999.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,57.0,74.0,0.0,0.0,0.0,74.0,48.0,322.0,211.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Hamidou Makalou,MLI,Forward/Midfielder,18.0,2006.0,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,4.0,14.0,5.0,0.0,23.0,16.0,109.0,52.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Hianga Mananga Mbock,FRA,Midfielder,24.0,1999.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,19.0,0.0,0.0,13.0,6.0,0.0,19.0,14.0,66.0,19.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Hugo Magnetti,FRA,Midfielder,26.0,1998.0,32,27,2323,25.8,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,21,80,20,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,1315.0,44.0,321.0,771.0,233.0,13.0,1315.0,694.0,3326.0,1546.0,52.0,32.0,21.0,27.0,4.0
FRA-Ligue 1,2425,Brest,Ibrahim Salah,MAR,Forward,22.0,2001.0,12,4,358,4.0,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.25,0.25,0.5,0.25,0.5,0.15,0.14,0.29,0.15,0.29,186.0,0.0,15.0,81.0,94.0,16.0,186.0,124.0,780.0,423.0,4.0,2.0,1.0,1.0,2.0
FRA-Ligue 1,2425,Brest,Jonas Martin,FRA,Midfielder,34.0,1990.0,17,5,496,5.5,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,8,21,9,0.18,0.0,0.18,0.18,0.18,0.07,0.06,0.14,0.07,0.14,369.0,21.0,98.0,213.0,59.0,8.0,369.0,169.0,792.0,374.0,13.0,7.0,10.0,2.0,1.0
FRA-Ligue 1,2425,Brest,Jordan Amavi,FRA,Defender,30.0,1994.0,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,615.0,20.0,186.0,304.0,131.0,4.0,615.0,309.0,1558.0,936.0,24.0,17.0,10.0,11.0,3.0
FRA-Ligue 1,2425,Brest,Julien Le Cardinal,FRA,Defender,26.0,1997.0,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,7,39,1,0.0,0.07,0.07,0.0,0.07,0.03,0.02,0.05,0.03,0.05,994.0,136.0,528.0,436.0,38.0,13.0,994.0,539.0,3152.0,1702.0,27.0,15.0,16.0,8.0,3.0
FRA-Ligue 1,2425,Brest,Justin Bourgault,FRA,Defender,18.0,2005.0,2,2,122,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,4,12,0.74,0.0,0.74,0.74,0.74,0.05,0.1,0.15,0.05,0.15,83.0,5.0,25.0,38.0,20.0,1.0,83.0,45.0,175.0,84.0,2.0,1.0,1.0,1.0,0.0
FRA-Ligue 1,2425,Brest,Jérémy Le Douaron,FRA,Forward,26.0,1998.0,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,23.0,0.0,0.0,9.0,14.0,3.0,23.0,13.0,64.0,27.0,1.0,0.0,0.0,0.0,1.0
FRA-Ligue 1,2425,Brest,Kamory Doumbia,MLI,Midfielder/Forward,21.0,2003.0,30,13,1322,14.7,3,2,5,3,0,0,1,0,2.7,2.7,1.2,3.9,17,72,54,0.2,0.14,0.34,0.2,0.34,0.19,0.08,0.27,0.19,0.27,895.0,18.0,149.0,498.0,260.0,34.0,895.0,467.0,2254.0,1007.0,41.0,29.0,17.0,17.0,7.0
FRA-Ligue 1,2425,Brest,Kenny Lala,MAD,Defender,32.0,1991.0,30,29,2686,29.8,3,2,5,0,3,3,5,0,3.0,0.6,4.3,4.9,58,138,91,0.1,0.07,0.17,0.0,0.07,0.1,0.14,0.24,0.02,0.17,2043.0,110.0,642.0,952.0,461.0,7.0,2040.0,1054.0,6043.0,3093.0,66.0,42.0,36.0,23.0,7.0
FRA-Ligue 1,2425,Brest,Luck Zogbé,CIV,Defender,19.0,2005.0,13,7,638,7.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,4,19,19,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,436.0,30.0,158.0,192.0,92.0,5.0,436.0,196.0,985.0,384.0,32.0,18.0,17.0,11.0,4.0
FRA-Ligue 1,2425,Brest,Ludovic Ajorque,FRA,Forward,30.0,1994.0,31,29,2495,27.7,13,2,15,13,0,1,5,0,10.4,9.6,3.1,12.7,10,41,124,0.47,0.07,0.54,0.47,0.54,0.38,0.11,0.49,0.35,0.46,914.0,32.0,84.0,446.0,389.0,125.0,913.0,410.0,1319.0,449.0,26.0,19.0,3.0,12.0,11.0
FRA-Ligue 1,2425,Brest,Mahdi Camara,FRA,Midfielder/Forward,26.0,1998.0,34,31,2659,29.5,5,3,8,5,0,0,5,0,4.1,4.1,2.0,6.2,58,111,112,0.17,0.1,0.27,0.17,0.27,0.14,0.07,0.21,0.14,0.21,1530.0,36.0,268.0,841.0,441.0,78.0,1530.0,828.0,4647.0,2478.0,71.0,40.0,16.0,38.0,17.0
FRA-Ligue 1,2425,Brest,Mama Samba Baldé,GNB,Forward,28.0,1995.0,27,12,1149,12.8,2,3,5,2,0,0,4,0,3.0,3.0,2.1,5.1,35,22,100,0.16,0.23,0.39,0.16,0.39,0.24,0.17,0.4,0.24,0.4,434.0,13.0,57.0,166.0,221.0,62.0,434.0,257.0,1761.0,851.0,13.0,9.0,4.0,4.0,5.0
FRA-Ligue 1,2425,Brest,Marco Bizot,NED,Goalkeeper,33.0,1991.0,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,1035.0,1197.0,7.0,0.0,0.0,1204.0,658.0,3269.0,1538.0,2.0,1.0,2.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Massadio Haïdara,MLI,Defender,31.0,1992.0,22,20,1678,18.6,0,0,0,0,0,0,3,2,0.3,0.3,0.5,0.8,44,77,76,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,1106.0,60.0,321.0,533.0,258.0,13.0,1106.0,486.0,2519.0,1537.0,27.0,16.0,16.0,9.0,2.0
FRA-Ligue 1,2425,Brest,Mathias Pereira Lage,POR,Forward/Midfielder,27.0,1996.0,29,18,1571,17.5,2,7,9,2,0,0,4,0,3.3,3.3,3.5,6.8,32,41,100,0.11,0.4,0.52,0.11,0.52,0.19,0.2,0.39,0.19,0.39,714.0,24.0,120.0,277.0,324.0,37.0,714.0,317.0,1874.0,824.0,37.0,24.0,16.0,13.0,8.0
FRA-Ligue 1,2425,Brest,Pierre Lees-Melou,FRA,Midfielder,31.0,1993.0,20,17,1526,17.0,2,2,4,2,0,0,7,0,1.3,1.3,2.8,4.0,23,105,36,0.12,0.12,0.24,0.12,0.24,0.07,0.16,0.24,0.07,0.24,1228.0,53.0,330.0,722.0,190.0,22.0,1228.0,697.0,3638.0,1586.0,48.0,33.0,20.0,19.0,9.0
FRA-Ligue 1,2425,Brest,Romain Del Castillo,FRA,Forward,28.0,1996.0,26,14,1259,14.0,6,4,10,3,3,4,0,0,4.7,1.5,3.4,4.9,29,61,106,0.43,0.29,0.71,0.21,0.5,0.33,0.24,0.58,0.11,0.35,840.0,6.0,69.0,392.0,393.0,41.0,836.0,438.0,2190.0,951.0,31.0,22.0,9.0,13.0,9.0
FRA-Ligue 1,2425,Brest,Romain Faivre,FRA,Midfielder/Forward,26.0,1998.0,20,10,899,10.0,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.3,0.2,0.5,0.2,0.4,0.26,0.19,0.45,0.18,0.37,479.0,2.0,58.0,231.0,198.0,34.0,478.0,310.0,2050.0,928.0,13.0,10.0,4.0,5.0,4.0
FRA-Ligue 1,2425,Brest,Soumaïla Coulibaly,FRA,Defender,20.0,2003.0,7,5,438,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,16,0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,370.0,50.0,211.0,150.0,10.0,5.0,370.0,226.0,940.0,471.0,4.0,2.0,2.0,2.0,0.0
FRA-Ligue 1,2425,Brest,Sérigné Diop,SEN,Forward,19.0,2005.0,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
FRA-Ligue 1,2425,Le Havre,Abdoulaye Touré,GUI,Midfielder,30.0,1994.0,28,26,2324,25.8,10,1,11,2,8,9,5,0,9.4,2.2,0.4,2.6,17,109,28,0.39,0.04,0.43,0.08,0.12,0.37,0.02,0.38,0.08,0.1,1354.0,78.0,378.0,784.0,206.0,28.0,1345.0,714.0,3506.0,1521.0,61.0,34.0,31.0,21.0,9.0
FRA-Ligue 1,2425,Le Havre,Alois Confais,FRA,Midfielder,27.0,1996.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,André Ayew,GHA,Forward,34.0,1989.0,27,15,1453,16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.25,0.06,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28,378.0,21.0,44.0,207.0,134.0,40.0,378.0,159.0,641.0,164.0,18.0,10.0,3.0,7.0,8.0
FRA-Ligue 1,2425,Le Havre,Antoine Joujou,FRA,Midfielder/Forward,21.0,2003.0,26,9,943,10.5,0,2,2,0,0,0,1,0,0.6,0.6,3.0,3.7,44,18,85,0.0,0.19,0.19,0.0,0.19,0.06,0.29,0.35,0.06,0.35,417.0,15.0,80.0,146.0,206.0,39.0,417.0,249.0,2086.0,1032.0,16.0,11.0,10.0,4.0,2.0
FRA-Ligue 1,2425,Le Havre,Arouna Sangante,SEN,Defender,22.0,2002.0,16,16,1244,13.8,3,0,3,3,0,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,949.0,95.0,450.0,458.0,48.0,15.0,949.0,546.0,2731.0,1424.0,25.0,16.0,11.0,14.0,0.0
FRA-Ligue 1,2425,Le Havre,Arthur Desmas,FRA,Goalkeeper,30.0,1994.0,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,458.0,556.0,5.0,0.0,0.0,561.0,296.0,1746.0,1078.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Christopher Operi,CIV,Defender/Forward,27.0,1997.0,13,13,1169,13.0,0,2,2,0,0,0,2,1,0.3,0.3,2.2,2.5,28,52,65,0.0,0.15,0.15,0.0,0.15,0.02,0.17,0.19,0.02,0.19,878.0,41.0,237.0,347.0,302.0,12.0,878.0,418.0,1898.0,935.0,13.0,9.0,6.0,2.0,5.0
FRA-Ligue 1,2425,Le Havre,Daler Kuzyaev,RUS,Midfielder,31.0,1993.0,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.0,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12,317.0,16.0,102.0,156.0,60.0,4.0,317.0,140.0,628.0,317.0,13.0,8.0,7.0,4.0,2.0
FRA-Ligue 1,2425,Le Havre,Elysée Logbo,FRA,Forward,20.0,2004.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,6.0,0.0,1.0,3.0,2.0,2.0,6.0,5.0,41.0,7.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Emmanuel Sabbi,USA,Forward/Midfielder,26.0,1997.0,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.35,0.27,0.35,230.0,3.0,38.0,88.0,106.0,23.0,230.0,130.0,747.0,274.0,14.0,7.0,7.0,4.0,3.0
FRA-Ligue 1,2425,Le Havre,Etienne Youte Kinkoue,FRA,Defender,22.0,2002.0,28,26,2320,25.8,0,0,0,0,0,0,4,1,1.3,1.3,0.2,1.5,12,63,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,1544.0,270.0,843.0,654.0,53.0,15.0,1544.0,861.0,4835.0,2565.0,19.0,10.0,11.0,7.0,1.0
FRA-Ligue 1,2425,Le Havre,Fodé Ballo-Touré,SEN,Defender/Midfielder,27.0,1997.0,10,9,589,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,15,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,377.0,19.0,138.0,186.0,59.0,1.0,377.0,163.0,963.0,547.0,8.0,7.0,3.0,4.0,1.0
FRA-Ligue 1,2425,Le Havre,Gautier Lloris,FRA,Defender,29.0,1995.0,31,31,2768,30.8,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.07,0.03,0.1,0.07,0.1,0.04,0.03,0.07,0.04,0.07,1885.0,267.0,1018.0,818.0,58.0,21.0,1885.0,1028.0,4501.0,2369.0,68.0,43.0,52.0,16.0,0.0
FRA-Ligue 1,2425,Le Havre,Ilyes Housni,FRA,Forward/Midfielder,19.0,2005.0,12,3,230,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,8,4,24,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,106.0,2.0,15.0,38.0,53.0,15.0,106.0,67.0,423.0,127.0,7.0,5.0,2.0,3.0,2.0
FRA-Ligue 1,2425,Le Havre,Issa Soumaré,SEN,Forward/Midfielder,23.0,2000.0,29,21,1902,21.1,5,4,9,5,0,0,0,0,3.8,3.8,3.1,6.9,61,45,144,0.24,0.19,0.43,0.24,0.43,0.18,0.15,0.33,0.18,0.33,839.0,30.0,132.0,354.0,379.0,87.0,839.0,495.0,3210.0,1559.0,25.0,14.0,8.0,10.0,7.0
FRA-Ligue 1,2425,Le Havre,Josué Casimir,FRA,Forward/Midfielder,22.0,2001.0,27,23,1997,22.2,4,4,8,4,0,0,5,0,3.3,3.3,3.4,6.7,71,41,151,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.3,0.15,0.3,814.0,23.0,161.0,301.0,370.0,76.0,814.0,465.0,3306.0,1680.0,37.0,26.0,15.0,15.0,7.0
FRA-Ligue 1,2425,Le Havre,Junior Mwanga,FRA,Midfielder,21.0,2003.0,11,11,952,10.6,1,2,3,1,0,0,1,1,1.3,1.3,1.0,2.3,15,42,15,0.09,0.19,0.28,0.09,0.28,0.12,0.1,0.22,0.12,0.22,555.0,27.0,156.0,322.0,88.0,12.0,555.0,315.0,1751.0,844.0,26.0,16.0,10.0,13.0,3.0
FRA-Ligue 1,2425,Le Havre,Kandet Diawara,GUI,Forward,24.0,2000.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Koka,EGY,Forward,31.0,1993.0,16,10,851,9.5,3,1,4,2,1,1,2,0,4.9,4.2,0.6,4.8,0,12,20,0.32,0.11,0.42,0.21,0.32,0.52,0.07,0.59,0.44,0.51,232.0,6.0,34.0,137.0,68.0,31.0,231.0,114.0,383.0,84.0,4.0,1.0,1.0,3.0,0.0
FRA-Ligue 1,2425,Le Havre,Loïc Nego,HUN,Defender/Forward,33.0,1991.0,31,28,2459,27.3,0,0,0,0,0,0,4,0,0.8,0.8,0.7,1.4,64,102,123,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,1469.0,96.0,476.0,693.0,312.0,34.0,1469.0,742.0,3703.0,2302.0,58.0,35.0,37.0,16.0,5.0
FRA-Ligue 1,2425,Le Havre,Mahamadou Diawara,FRA,Midfielder,19.0,2005.0,15,6,582,6.5,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,16,6,0.0,0.15,0.15,0.0,0.15,0.06,0.06,0.12,0.06,0.12,321.0,19.0,85.0,159.0,84.0,11.0,321.0,180.0,1062.0,502.0,20.0,12.0,10.0,8.0,2.0
FRA-Ligue 1,2425,Le Havre,Mathieu Gorgelin,FRA,Goalkeeper,33.0,1990.0,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,462.0,572.0,4.0,0.0,0.0,576.0,322.0,1556.0,949.0,2.0,2.0,2.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Mathéo Bodmer,FRA,Midfielder,20.0,2004.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Oussama Targhalline,MAR,Midfielder,22.0,2002.0,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,551.0,25.0,116.0,292.0,151.0,11.0,551.0,330.0,2100.0,846.0,19.0,14.0,12.0,3.0,4.0
FRA-Ligue 1,2425,Le Havre,Rassoul Ndiaye,SEN,Midfielder,22.0,2001.0,27,11,1061,11.8,1,0,1,1,0,0,2,0,1.7,1.7,0.6,2.4,6,46,30,0.08,0.0,0.08,0.08,0.08,0.15,0.05,0.2,0.15,0.2,578.0,34.0,172.0,260.0,151.0,22.0,578.0,261.0,1223.0,450.0,35.0,25.0,19.0,12.0,4.0
FRA-Ligue 1,2425,Le Havre,Samuel Grandsir,FRA,Midfielder/Forward,27.0,1996.0,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,42.0,0.0,4.0,22.0,16.0,0.0,42.0,24.0,182.0,102.0,5.0,5.0,0.0,3.0,2.0
FRA-Ligue 1,2425,Le Havre,Steve Ngoura,FRA,Forward,19.0,2005.0,8,2,289,3.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.0,0.0,0.0,0.0,0.0,0.4,0.14,0.54,0.4,0.54,106.0,3.0,9.0,45.0,56.0,18.0,106.0,54.0,277.0,104.0,4.0,2.0,1.0,1.0,2.0
FRA-Ligue 1,2425,Le Havre,Timothee Pembele,FRA,Defender,21.0,2002.0,20,12,1113,12.4,1,0,1,1,0,0,3,0,1.3,1.3,0.1,1.4,27,43,44,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.11,0.1,0.11,680.0,45.0,254.0,291.0,145.0,20.0,680.0,368.0,2140.0,1066.0,30.0,22.0,17.0,9.0,4.0
